Name;Platform;Year_of_Release;Genre;Publisher;NA_Sales;EU_Sales;JP_Sales;Other_Sales;Global_Sales;Critic_Score;Critic_Count;User_Score;User_Count;Developer
Kingdom Hearts II;PS2;2005.0;Role-Playing;Square Enix;2.2;0.58;1.38;0.17;4.33;87.0;64.0;9.0;766.0;Square Enix
Super Mario 3D World;WiiU;2013.0;Platform;Nintendo;2.11;1.16;0.73;0.32;4.32;93.0;83.0;9.0;1607.0;Nintendo
Fable II;X360;2008.0;Role-Playing;Microsoft Game Studios;2.51;1.24;0.11;0.41;4.27;89.0;95.0;6.5;2423.0;Lionhead Studios
Namco Museum;GBA;2001.0;Misc;Namco Bandai Games;3.0;1.11;0.05;0.07;4.24;79.0;10.0;7.3;6.0;Mass Media
Batman: Arkham Asylum;PS3;2009.0;Action;Eidos Interactive;2.24;1.31;0.07;0.61;4.23;91.0;70.0;8.9;1122.0;Rocksteady Studios
Metal Gear Solid 3: Snake Eater;PS2;2004.0;Action;Konami Digital Entertainment;1.46;0.0;0.83;1.93;4.23;91.0;68.0;9.3;955.0;KCEJ
Assassin's Creed: Revelations;PS3;2011.0;Action;Ubisoft;1.41;2.01;0.1;0.7;4.22;80.0;39.0;7.5;613.0;Ubisoft Montreal
Fallout 4;XOne;2015.0;Role-Playing;Bethesda Softworks;2.51;1.32;0.01;0.38;4.22;88.0;39.0;6.2;1749.0;Bethesda Game Studios
FIFA 14;X360;2013.0;Sports;Electronic Arts;0.92;2.89;0.01;0.4;4.22;84.0;41.0;4.2;435.0;EA Canada
Daxter;PSP;2006.0;Platform;Sony Computer Entertainment;2.45;1.01;0.0;0.75;4.21;85.0;59.0;8.7;109.0;Ready at Dawn
FIFA Soccer 06;PS2;2005.0;Sports;Electronic Arts;0.78;2.55;0.04;0.84;4.21;80.0;32.0;7.8;47.0;EA Canada
EyeToy Play;PS2;2003.0;Misc;Sony Computer Entertainment;0.88;2.3;0.2;0.83;4.2;80.0;32.0;7.5;22.0;SCEE, Zoe Mode
Gran Turismo 5 Prologue;PS3;2007.0;Racing;Sony Computer Entertainment;1.28;1.82;0.57;0.52;4.19;80.0;67.0;7.1;120.0;Polyphony Digital
Assassin's Creed: Revelations;X360;2011.0;Action;Ubisoft;2.25;1.47;0.04;0.43;4.19;80.0;77.0;7.2;564.0;Ubisoft Montreal
Street Fighter IV;PS3;2009.0;Fighting;Capcom;2.03;1.04;0.58;0.52;4.16;94.0;61.0;7.3;330.0;Capcom
Madden NFL 2003;PS2;2002.0;Sports;Electronic Arts;3.36;0.21;0.01;0.56;4.14;95.0;25.0;7.7;65.0;EA Sports
Half-Life;PC;1997.0;Shooter;Vivendi Games;4.03;0.0;0.09;0.0;4.12;96.0;24.0;9.1;3161.0;Valve Software
World of Warcraft: The Burning Crusade;PC;2007.0;Role-Playing;Activision;2.57;1.52;0.0;0.0;4.09;91.0;46.0;7.9;785.0;Blizzard Entertainment
Battlefield 1;PS4;2016.0;Shooter;Electronic Arts;1.1;2.15;0.21;0.61;4.08;88.0;31.0;8.4;809.0;EA DICE
God of War II;PS2;2007.0;Action;Sony Computer Entertainment;2.32;0.04;0.04;1.67;4.07;93.0;70.0;8.9;709.0;SCE Santa Monica
Fallout: New Vegas;X360;2010.0;Role-Playing;Bethesda Softworks;2.66;1.03;0.04;0.33;4.05;84.0;81.0;8.1;769.0;Obsidian Entertainment
Forza Motorsport 2;X360;2007.0;Racing;Microsoft Game Studios;2.35;1.27;0.03;0.41;4.05;90.0;66.0;8.3;381.0;Turn 10
Carnival Games;Wii;2007.0;Misc;Take-Two Interactive;2.12;1.47;0.05;0.42;4.05;56.0;27.0;6.0;44.0;Cat Daddy Games
Watch Dogs;PS4;2014.0;Action;Ubisoft;1.4;1.9;0.11;0.64;4.05;80.0;80.0;6.3;2996.0;Ubisoft Montreal
Tekken Tag Tournament;PS2;2000.0;Fighting;Namco Bandai Games;1.68;1.51;0.51;0.35;4.05;85.0;25.0;8.5;117.0;Namco
Far Cry 4;PS4;2014.0;Shooter;Ubisoft;1.13;2.18;0.1;0.63;4.04;85.0;83.0;7.7;1653.0;Ubisoft Montreal
Left 4 Dead 2;X360;2009.0;Shooter;Electronic Arts;2.67;0.87;0.05;0.38;3.97;89.0;76.0;8.6;681.0;Valve Software
The Witcher 3: Wild Hunt;PS4;2015.0;Role-Playing;Namco Bandai Games;1.02;2.13;0.23;0.59;3.97;92.0;79.0;9.2;10179.0;CD Projekt Red Studio
Assassin's Creed: Unity;PS4;2014.0;Action;Ubisoft;1.19;2.07;0.08;0.62;3.96;70.0;40.0;4.9;2050.0;Ubisoft, Ubisoft Montreal
Batman: Arkham Knight;PS4;2015.0;Action;Warner Bros. Interactive Entertainment;1.53;1.69;0.1;0.64;3.95;87.0;89.0;7.6;2679.0;Rocksteady Studios
The Legend of Zelda: Skyward Sword;Wii;2011.0;Action;Nintendo;2.03;1.16;0.37;0.38;3.95;93.0;81.0;8.0;1958.0;Nintendo
Fallout 3;PS3;2008.0;Role-Playing;Bethesda Softworks;2.15;1.13;0.07;0.59;3.94;90.0;57.0;8.0;910.0;Bethesda Game Studios
Professor Layton and the Diabolical Box;DS;2007.0;Puzzle;Nintendo;0.9;1.76;0.92;0.37;3.94;84.0;65.0;8.8;72.0;Level 5
EA Sports Active;Wii;2009.0;Sports;Electronic Arts;2.09;1.35;0.06;0.4;3.9;81.0;27.0;8.7;39.0;EA Canada
Tony Hawk's Underground;PS2;2003.0;Sports;Activision;2.29;1.17;0.01;0.42;3.9;90.0;38.0;8.7;121.0;Neversoft Entertainment
Monster Hunter 4 Ultimate;3DS;2014.0;Role-Playing;Nintendo;0.68;0.48;2.62;0.11;3.89;86.0;80.0;8.7;348.0;Capcom
The Elder Scrolls V: Skyrim;PC;2011.0;Role-Playing;Bethesda Softworks;1.16;2.12;0.0;0.6;3.88;94.0;32.0;8.1;9073.0;Bethesda Game Studios
NBA 2K16;PS4;2015.0;Sports;Take-Two Interactive;2.49;0.66;0.03;0.69;3.88;87.0;51.0;6.7;364.0;Visual Concepts
Tekken 5;PS2;2005.0;Fighting;Namco Bandai Games;0.93;1.94;0.31;0.7;3.87;88.0;62.0;8.6;229.0;Namco
MotorStorm;PS3;2006.0;Racing;Sony Computer Entertainment;1.53;1.6;0.06;0.67;3.87;84.0;9.0;7.4;220.0;Evolution Studios
World Soccer Winning Eleven 8 International;PS2;2004.0;Sports;Konami Digital Entertainment;0.16;1.89;1.12;0.68;3.85;91.0;26.0;9.1;38.0;KCET
Sports Champions;PS3;2010.0;Sports;Sony Computer Entertainment;2.13;1.12;0.1;0.5;3.84;76.0;64.0;7.9;104.0;SCEA, Zindagi Games
Call of Duty: Ghosts;PS4;2013.0;Shooter;Activision;1.78;1.43;0.05;0.57;3.83;78.0;49.0;3.7;1564.0;Infinity Ward
Flash Focus: Vision Training in Minutes a Day;DS;2007.0;Misc;Nintendo;0.86;1.56;1.05;0.35;3.83;59.0;22.0;4.0;4.0;Nintendo, Namco Bandai Games
Tom Clancy's The Division;PS4;2016.0;Shooter;Ubisoft;1.35;1.7;0.15;0.6;3.8;80.0;64.0;7.0;2219.0;Massive Entertainment
Big Brain Academy: Wii Degree;Wii;2007.0;Misc;Nintendo;1.05;1.91;0.41;0.42;3.79;68.0;33.0;6.9;39.0;Nintendo
LEGO Indiana Jones: The Original Adventures;X360;2008.0;Action;Activision;2.4;1.01;0.0;0.36;3.76;77.0;60.0;7.5;66.0;Traveller's Tales
The Sims: Unleashed;PC;2002.0;Simulation;Electronic Arts;2.03;1.56;0.0;0.17;3.76;79.0;21.0;8.0;29.0;Maxis
Harry Potter and the Sorcerer's Stone;PS;2001.0;Action;Electronic Arts;1.37;2.0;0.14;0.22;3.73;64.0;11.0;7.5;41.0;Argonaut Games
Super Paper Mario;Wii;2007.0;Platform;Nintendo;1.95;0.86;0.59;0.31;3.71;85.0;56.0;7.9;417.0;Intelligent Systems
Spyro: Year of the Dragon;PS;2000.0;Platform;Sony Computer Entertainment;1.93;1.58;0.0;0.19;3.71;91.0;15.0;8.8;207.0;Insomniac Games
Assassin's Creed IV: Black Flag;PS3;2013.0;Action;Ubisoft;1.33;1.68;0.13;0.57;3.71;88.0;36.0;8.1;840.0;Ubisoft
FIFA Soccer 2005;PS2;2004.0;Sports;Electronic Arts;0.58;2.48;0.04;0.59;3.7;81.0;27.0;7.6;56.0;EA Canada
Tony Hawk's Pro Skater 4;PS2;2002.0;Sports;Activision;2.13;1.18;0.01;0.35;3.67;94.0;27.0;8.5;128.0;Neversoft Entertainment
MySims;DS;2007.0;Simulation;Electronic Arts;1.58;1.59;0.08;0.41;3.66;67.0;15.0;7.3;13.0;TOSE
Midnight Club 3: DUB Edition;PSP;2005.0;Racing;Take-Two Interactive;1.65;1.21;0.0;0.79;3.65;74.0;34.0;8.4;31.0;Rockstar Leeds
SOCOM: U.S. Navy SEALs;PS2;2002.0;Shooter;Sony Computer Entertainment;2.53;0.81;0.06;0.24;3.65;82.0;42.0;7.9;82.0;Zipper Interactive
Jak and Daxter: The Precursor Legacy;PS2;2001.0;Platform;Sony Computer Entertainment;2.08;1.09;0.15;0.33;3.64;90.0;35.0;8.7;312.0;Naughty Dog
Pro Evolution Soccer 2008;PS2;2007.0;Sports;Konami Digital Entertainment;0.05;0.0;0.64;2.93;3.63;82.0;10.0;7.9;38.0;Konami
Resident Evil 4;PS2;2005.0;Action;Capcom;2.08;0.83;0.46;0.25;3.62;96.0;38.0;8.9;1013.0;Capcom
Guitar Hero: World Tour;Wii;2008.0;Misc;Activision;2.32;0.96;0.0;0.34;3.62;86.0;18.0;7.6;71.0;Vicarious Visions
FIFA Soccer 10;PS3;2009.0;Sports;Electronic Arts;0.6;2.45;0.05;0.52;3.62;91.0;56.0;7.6;203.0;EA Sports
Star Wars: Battlefront;PS2;2004.0;Shooter;LucasArts;1.93;1.22;0.03;0.44;3.61;82.0;36.0;8.7;142.0;Pandemic Studios
The Simpsons: Road Rage;PS2;2001.0;Racing;Electronic Arts;2.02;1.17;0.0;0.42;3.61;64.0;23.0;7.7;32.0;Fox Interactive
Luigi's Mansion;GC;2001.0;Action;Nintendo;2.38;0.67;0.46;0.1;3.6;78.0;34.0;8.5;161.0;Nintendo
Battlefield 4;PS4;2013.0;Shooter;Electronic Arts;1.35;1.55;0.17;0.51;3.59;85.0;18.0;6.9;1580.0;EA DICE
Star Wars: Battlefront II;PS2;2005.0;Shooter;LucasArts;2.18;1.02;0.03;0.37;3.59;84.0;30.0;9.0;268.0;Pandemic Studios
Cooking Mama 2: Dinner With Friends;DS;2007.0;Simulation;505 Games;1.6;1.49;0.1;0.39;3.58;70.0;39.0;8.0;9.0;Office Create
Grand Theft Auto: Liberty City Stories;PS2;2006.0;Action;Take-Two Interactive;1.56;1.4;0.07;0.5;3.54;78.0;49.0;7.8;112.0;Rockstar Leeds
The Getaway;PS2;2002.0;Action;Sony Computer Entertainment;1.23;1.77;0.05;0.49;3.54;72.0;49.0;6.8;88.0;Team Soho
James Bond 007: Agent Under Fire;PS2;2001.0;Shooter;Electronic Arts;1.9;1.13;0.1;0.41;3.53;72.0;27.0;7.9;48.0;EA Redwood Shores
FIFA Soccer 11;X360;2010.0;Sports;Electronic Arts;0.71;2.39;0.02;0.4;3.52;88.0;66.0;7.5;155.0;EA Sports
Left 4 Dead;X360;2008.0;Shooter;Electronic Arts;2.66;0.49;0.05;0.3;3.51;89.0;67.0;7.9;1309.0;Certain Affinity
Assassin's Creed: Unity;XOne;2014.0;Action;Ubisoft;2.27;0.9;0.0;0.33;3.5;72.0;59.0;4.1;1005.0;Ubisoft, Ubisoft Montreal
Resident Evil 5;X360;2009.0;Action;Capcom;2.11;0.93;0.12;0.34;3.5;83.0;91.0;7.5;523.0;Capcom
Assassin's Creed: Brotherhood;X360;2010.0;Action;Ubisoft;2.85;0.38;0.03;0.24;3.49;89.0;81.0;8.3;693.0;Ubisoft Montreal
Battlefield 4;PS3;2013.0;Shooter;Electronic Arts;1.3;1.42;0.27;0.5;3.49;80.0;14.0;5.8;579.0;EA DICE
Batman: Arkham Asylum;X360;2009.0;Action;Eidos Interactive;2.2;0.95;0.02;0.31;3.48;92.0;78.0;8.7;1080.0;Rocksteady Studios
Battlefield 4;X360;2013.0;Shooter;Electronic Arts;2.15;1.01;0.02;0.31;3.48;79.0;21.0;5.6;542.0;EA DICE
Battlefield: Bad Company 2;X360;2010.0;Shooter;Electronic Arts;2.1;1.01;0.04;0.32;3.47;88.0;75.0;8.6;869.0;EA DICE
Guitar Hero: On Tour;DS;2008.0;Misc;Activision;2.1;1.01;0.01;0.35;3.46;71.0;70.0;8.8;29.0;Vicarious Visions
Clubhouse Games;DS;2006.0;Misc;Nintendo;0.59;1.79;0.73;0.34;3.45;83.0;30.0;8.4;28.0;Agenda
Borderlands;X360;2009.0;Shooter;Take-Two Interactive;2.4;0.71;0.03;0.29;3.44;84.0;83.0;8.2;715.0;Gearbox Software
Tekken 4;PS2;2002.0;Fighting;Namco Bandai Games;1.55;1.27;0.33;0.29;3.44;79.0;23.0;8.3;126.0;Namco
Grand Theft Auto 2;PS;1998.0;Action;Take-Two Interactive;1.13;2.07;0.0;0.22;3.42;70.0;15.0;8.0;67.0;DMA Design
Metal Gear Solid V: The Phantom Pain;PS4;2015.0;Action;Konami Digital Entertainment;1.09;1.36;0.49;0.48;3.41;93.0;86.0;8.2;3943.0;Kojima Productions, Moby Dick Studio
Spider-Man 2;PS2;2004.0;Action;Activision;1.75;1.2;0.02;0.43;3.41;80.0;50.0;8.9;106.0;Treyarch
FIFA Soccer 2003;PS2;2002.0;Sports;Electronic Arts;0.46;2.28;0.05;0.61;3.4;88.0;15.0;6.7;35.0;EA Canada
LittleBigPlanet 2;PS3;2011.0;Platform;Sony Computer Entertainment;1.83;1.05;0.06;0.46;3.39;91.0;86.0;8.4;657.0;Media Molecule
Crash Bash;PS;2000.0;Misc;Sony Computer Entertainment;1.56;1.47;0.19;0.17;3.39;68.0;12.0;8.2;99.0;Eurocom Entertainment Software
Assassin's Creed Syndicate;PS4;2015.0;Action;Ubisoft;0.81;1.99;0.07;0.52;3.39;76.0;86.0;6.8;1319.0;Ubisoft Quebec
LEGO Batman: The Videogame;X360;2008.0;Action;Warner Bros. Interactive Entertainment;2.04;1.02;0.0;0.32;3.38;76.0;49.0;7.9;75.0;Traveller's Tales
Destiny;XOne;2014.0;Shooter;Activision;2.14;0.92;0.0;0.31;3.37;75.0;11.0;5.5;1735.0;Bungie Software, Bungie
Far Cry 3;PS3;2012.0;Shooter;Ubisoft;0.88;1.7;0.1;0.67;3.35;90.0;32.0;8.5;1041.0;Ubisoft Montreal
James Bond 007: Nightfire;PS2;2002.0;Shooter;Electronic Arts;1.45;1.29;0.12;0.46;3.33;77.0;20.0;8.5;66.0;Eurocom Entertainment Software
Star Wars Episode III: Revenge of the Sith;PS2;2005.0;Action;LucasArts;1.47;1.39;0.03;0.43;3.32;60.0;34.0;7.2;82.0;Double Helix Games
The Legend of Zelda: Spirit Tracks;DS;2009.0;Action;Nintendo;1.4;0.91;0.74;0.26;3.31;87.0;75.0;7.8;228.0;Nintendo
Max Payne;PS2;2001.0;Shooter;Take-Two Interactive;1.99;1.05;0.05;0.22;3.31;80.0;21.0;8.5;86.0;Rockstar Toronto
Assassin's Creed IV: Black Flag;X360;2013.0;Action;Ubisoft;1.9;1.11;0.01;0.29;3.3;86.0;35.0;7.9;701.0;Ubisoft
The Lord of the Rings: The Return of the King;PS2;2003.0;Action;Electronic Arts;1.5;1.28;0.05;0.46;3.28;85.0;31.0;8.7;105.0;EA Games
Gears of War: Ultimate Edition;XOne;2015.0;Shooter;Microsoft Game Studios;2.61;0.33;0.0;0.34;3.28;82.0;74.0;7.5;563.0;Splash Damage, The Coalition
True Crime: Streets of LA;PS2;2003.0;Action;Activision;1.89;1.05;0.02;0.31;3.27;77.0;39.0;8.0;94.0;Luxoflux, Inc.
Professor Layton and the Unwound Future;DS;2008.0;Puzzle;Nintendo;0.6;1.57;0.82;0.27;3.26;86.0;62.0;9.2;111.0;Level 5
FIFA 16;XOne;2015.0;Sports;Electronic Arts;0.89;2.12;0.0;0.24;3.25;84.0;45.0;4.4;459.0;EA Sports
Wii Music;Wii;2008.0;Misc;Nintendo;1.35;1.11;0.46;0.32;3.25;63.0;43.0;4.6;116.0;Nintendo
Madden NFL 16;PS4;2015.0;Sports;Electronic Arts;2.34;0.3;0.0;0.6;3.24;83.0;37.0;5.9;180.0;EA Sports
Gran Turismo 6;PS3;2013.0;Racing;Sony Computer Entertainment;0.72;1.67;0.4;0.44;3.23;81.0;81.0;7.7;758.0;Polyphony Digital
Halo: The Master Chief Collection;XOne;2014.0;Shooter;Microsoft Game Studios;1.91;1.0;0.03;0.29;3.23;85.0;69.0;7.2;1267.0;343 Industries
Super Mario Maker;WiiU;2015.0;Platform;Nintendo;1.18;0.89;0.94;0.2;3.21;88.0;85.0;8.7;691.0;Nintendo
God of War: Chains of Olympus;PSP;2008.0;Action;Sony Computer Entertainment;1.48;1.0;0.04;0.66;3.18;91.0;79.0;8.6;565.0;Ready at Dawn
Enter the Matrix;PS2;2003.0;Action;Atari;1.78;1.12;0.09;0.19;3.18;62.0;30.0;8.1;137.0;Shiny Entertainment
Crisis Core: Final Fantasy VII;PSP;2007.0;Role-Playing;Square Enix;1.35;0.59;0.8;0.43;3.18;83.0;67.0;8.0;463.0;Square Enix
Dance Central;X360;2010.0;Misc;MTV Games;2.15;0.76;0.01;0.26;3.17;82.0;63.0;7.6;85.0;Harmonix Music Systems
L.A. Noire;PS3;2011.0;Adventure;Take-Two Interactive;1.27;1.29;0.12;0.49;3.17;89.0;78.0;7.7;1010.0;Team Bondi
Ace Combat 04: Shattered Skies;PS2;2001.0;Simulation;Sony Computer Entertainment Europe;2.06;0.56;0.38;0.17;3.17;89.0;22.0;9.1;95.0;Namco
Animal Crossing;GC;2001.0;Simulation;Nintendo;1.92;0.16;0.99;0.09;3.15;87.0;42.0;8.9;137.0;Nintendo
FIFA Soccer 08;PS2;2007.0;Sports;Electronic Arts;0.68;0.0;0.0;2.46;3.14;83.0;12.0;6.5;36.0;EA Canada
Spider-Man;PS;2000.0;Action;Activision;1.7;1.25;0.02;0.16;3.13;87.0;19.0;9.0;107.0;Neversoft Entertainment
Mario Party 9;Wii;2012.0;Misc;Nintendo;1.06;1.09;0.76;0.22;3.13;73.0;45.0;6.8;155.0;Nd Cube
Sonic Rush;DS;2005.0;Platform;Sega;1.21;1.56;0.06;0.29;3.12;82.0;43.0;8.5;101.0;Dimps Corporation, Sonic Team
Rhythm Heaven;DS;2008.0;Misc;Nintendo;0.55;0.5;1.93;0.13;3.11;83.0;48.0;9.0;63.0;Nintendo
Fallout: New Vegas;PS3;2010.0;Role-Playing;Bethesda Softworks;1.52;1.03;0.1;0.46;3.11;82.0;57.0;7.8;492.0;Obsidian Entertainment
Personal Trainer: Cooking;DS;2006.0;Misc;Nintendo;0.9;1.0;1.03;0.17;3.11;81.0;12.0;7.8;10.0;Indies Zero
The Elder Scrolls IV: Oblivion;PS3;2007.0;Role-Playing;Ubisoft;1.69;0.85;0.14;0.43;3.1;93.0;45.0;8.0;604.0;4J Studios
The Legend of Zelda: A Link Between Worlds;3DS;2013.0;Action;Nintendo;1.4;1.01;0.46;0.23;3.1;91.0;81.0;8.9;1057.0;Nintendo
Resident Evil 6;PS3;2012.0;Shooter;Capcom;0.88;0.94;0.88;0.4;3.1;74.0;34.0;5.4;1304.0;Capcom
Mass Effect 2;X360;2010.0;Role-Playing;Electronic Arts;1.99;0.81;0.03;0.27;3.1;96.0;98.0;8.9;3143.0;BioWare
Dragon Ball Z: Budokai;PS2;2002.0;Fighting;Atari;2.17;0.28;0.55;0.08;3.09;67.0;28.0;7.9;71.0;Dimps Corporation
Madden NFL 2002;PS2;2001.0;Sports;Electronic Arts;2.5;0.16;0.01;0.42;3.08;94.0;23.0;7.9;46.0;EA Sports
The Sims: Vacation;PC;2002.0;Simulation;Electronic Arts;1.72;1.21;0.0;0.14;3.07;75.0;18.0;7.8;22.0;Maxis
Animal Crossing: Happy Home Designer;3DS;2015.0;Simulation;Nintendo;0.51;1.02;1.4;0.12;3.05;66.0;60.0;6.9;106.0;Nintendo
The Sims 4;PC;2014.0;Simulation;Electronic Arts;1.0;1.82;0.0;0.23;3.05;70.0;74.0;3.9;2057.0;Maxis
Borderlands 2;X360;2012.0;Shooter;Take-Two Interactive;1.89;0.88;0.04;0.25;3.05;89.0;59.0;8.2;892.0;Gearbox Software
LEGO Batman: The Videogame;DS;2008.0;Action;Warner Bros. Interactive Entertainment;1.75;1.01;0.0;0.29;3.05;72.0;16.0;8.0;16.0;TT Fusion
Kung Fu Panda;X360;2008.0;Action;Activision;1.91;0.84;0.0;0.29;3.04;75.0;42.0;7.4;32.0;Luxoflux, Inc.
Mass Effect 3;X360;2012.0;Role-Playing;Electronic Arts;1.94;0.84;0.03;0.24;3.04;93.0;74.0;5.8;3725.0;BioWare
Heavy Rain;PS3;2010.0;Adventure;Sony Computer Entertainment;1.29;1.21;0.06;0.47;3.03;87.0;107.0;7.7;2759.0;Quantic Dream
Saints Row 2;X360;2008.0;Action;THQ;1.94;0.79;0.02;0.28;3.03;81.0;75.0;8.1;307.0;Volition Inc.
Tom Clancy's Splinter Cell;XB;2002.0;Action;Ubisoft;1.85;1.04;0.0;0.13;3.02;93.0;46.0;8.5;121.0;Ubisoft Montreal
FIFA 14;PS4;2013.0;Sports;Electronic Arts;0.61;1.85;0.11;0.44;3.01;87.0;26.0;6.3;616.0;EA Canada
Killzone 2;PS3;2009.0;Shooter;Sony Computer Entertainment;1.4;1.06;0.08;0.47;3.01;91.0;94.0;8.1;1505.0;Guerrilla
Far Cry 3;X360;2012.0;Shooter;Ubisoft;1.38;1.32;0.02;0.28;3.0;91.0;39.0;8.6;1247.0;Ubisoft Montreal
Epic Mickey;Wii;2010.0;Platform;Disney Interactive Studios;2.04;0.63;0.12;0.22;3.0;73.0;78.0;7.0;131.0;Junction Point
NBA 2K13;X360;2012.0;Sports;Take-Two Interactive;2.6;0.2;0.01;0.19;3.0;88.0;41.0;7.2;131.0;Visual Concepts
Dragon Ball Z: Budokai Tenkaichi 3;PS2;2007.0;Fighting;Atari;1.15;0.0;0.76;1.09;3.0;73.0;24.0;9.2;173.0;Spike, Namco Bandai Games
The Sims: Livin Large;PC;2000.0;Misc;Electronic Arts;1.67;1.18;0.0;0.13;2.99;82.0;23.0;6.6;20.0;Maxis
World Soccer Winning Eleven 6 International;PS2;2002.0;Sports;Konami Digital Entertainment;0.12;1.26;1.16;0.45;2.99;93.0;24.0;9.1;65.0;KCET
Devil May Cry;PS2;2001.0;Action;Capcom;1.36;0.86;0.64;0.13;2.99;94.0;37.0;8.5;466.0;Capcom
Star Wars: The Old Republic;PC;2011.0;Role-Playing;Electronic Arts;1.58;1.01;0.0;0.38;2.96;85.0;73.0;5.9;2748.0;LucasArts, BioWare
Middle-Earth: Shadow of Mordor;PS4;2014.0;Action;Warner Bros. Interactive Entertainment;1.01;1.43;0.05;0.47;2.96;84.0;85.0;8.1;1886.0;Monolith Productions
Sonic Heroes;PS2;2003.0;Platform;Sega;1.04;1.37;0.06;0.49;2.96;64.0;29.0;7.8;94.0;Sonic Team
Hitman 2: Silent Assassin;PS2;2002.0;Action;Eidos Interactive;1.36;1.15;0.04;0.41;2.96;85.0;19.0;7.8;78.0;Io Interactive
Titanfall;XOne;2014.0;Shooter;Electronic Arts;1.84;0.8;0.04;0.27;2.95;86.0;68.0;6.4;2658.0;Respawn Entertainment
Battlefield: Bad Company 2;PS3;2010.0;Shooter;Electronic Arts;1.33;1.1;0.08;0.44;2.95;88.0;59.0;8.5;572.0;EA DICE
SOCOM II: U.S. Navy SEALs;PS2;2003.0;Shooter;Sony Computer Entertainment;2.22;0.51;0.06;0.15;2.94;87.0;42.0;9.0;93.0;Zipper Interactive
Pac-Man Collection;GBA;2001.0;Puzzle;Atari;2.07;0.77;0.05;0.05;2.94;79.0;13.0;7.8;4.0;Mass Media
Street Fighter IV;X360;2009.0;Fighting;Capcom;1.82;0.7;0.15;0.26;2.94;93.0;77.0;7.3;292.0;Capcom
inFAMOUS;PS3;2009.0;Action;Sony Computer Entertainment;1.76;0.68;0.12;0.37;2.93;85.0;98.0;8.3;1172.0;Sucker Punch
Kirby Super Star Ultra;DS;2008.0;Platform;Nintendo;1.55;0.04;1.19;0.15;2.92;76.0;40.0;8.8;76.0;HAL Labs
Call of Duty: Ghosts;XOne;2013.0;Shooter;Activision;1.88;0.77;0.0;0.27;2.92;78.0;7.0;4.3;700.0;Infinity Ward
Mass Effect;X360;2007.0;Role-Playing;Microsoft Game Studios;1.83;0.79;0.03;0.27;2.91;91.0;74.0;8.7;1692.0;BioWare
Sonic Mega Collection Plus;PS2;2004.0;Misc;Sega;1.54;1.14;0.0;0.22;2.9;73.0;21.0;8.6;30.0;Sonic Team
World Soccer Winning Eleven 7 International;PS2;2003.0;Sports;Konami Digital Entertainment;0.08;1.24;1.13;0.45;2.9;93.0;28.0;9.0;45.0;KCET
Sega Superstars Tennis;X360;2008.0;Sports;Sega;1.75;0.86;0.0;0.28;2.89;67.0;45.0;6.8;18.0;Sumo Digital
Hot Shots Golf 3;PS2;2001.0;Sports;Sony Computer Entertainment;0.99;0.32;1.38;0.2;2.89;85.0;30.0;8.9;16.0;Clap Hanz
Cooking Mama: Cook Off;Wii;2007.0;Simulation;505 Games;1.41;1.12;0.05;0.3;2.89;61.0;37.0;5.3;23.0;OfficeCreate
Call of Duty: Finest Hour;PS2;2004.0;Shooter;Activision;1.51;1.12;0.01;0.24;2.89;76.0;49.0;7.7;69.0;Spark Unlimited
WarioWare: Smooth Moves;Wii;2006.0;Puzzle;Nintendo;0.86;1.04;0.73;0.26;2.89;83.0;61.0;7.4;179.0;Intelligent Systems
Madden NFL 13;X360;2012.0;Sports;Electronic Arts;2.53;0.15;0.0;0.17;2.86;81.0;36.0;5.8;179.0;EA Tiburon
The Elder Scrolls III: Morrowind;XB;2002.0;Role-Playing;Ubisoft;2.09;0.63;0.03;0.11;2.86;87.0;34.0;8.7;111.0;Bethesda Softworks
Assassin's Creed IV: Black Flag;PS4;2013.0;Action;Ubisoft;1.07;1.31;0.06;0.42;2.85;83.0;29.0;7.8;1530.0;Ubisoft
Mortal Kombat;PS3;2011.0;Fighting;Warner Bros. Interactive Entertainment;1.98;0.53;0.0;0.34;2.84;84.0;60.0;8.4;494.0;NetherRealm Studios
Madden NFL 10;X360;2009.0;Sports;Electronic Arts;2.52;0.09;0.0;0.22;2.83;85.0;58.0;6.1;90.0;EA Tiburon
BioShock;X360;2007.0;Shooter;Take-Two Interactive;1.65;0.85;0.05;0.28;2.83;96.0;88.0;8.9;2249.0;Irrational Games, 2K Marin
Metroid Prime;GC;2002.0;Shooter;Nintendo;1.96;0.67;0.1;0.09;2.82;97.0;70.0;9.3;747.0;Retro Studios
Assassin's Creed: Brotherhood;PS3;2010.0;Action;Ubisoft;1.87;0.55;0.11;0.29;2.82;90.0;59.0;8.2;791.0;Ubisoft Montreal
Medal of Honor;PS3;2010.0;Shooter;Electronic Arts;1.28;1.04;0.07;0.42;2.81;75.0;56.0;7.5;286.0;EA DICE, Danger Close
inFAMOUS: Second Son;PS4;2014.0;Action;Sony Computer Entertainment;1.28;0.98;0.07;0.46;2.79;80.0;90.0;7.9;2944.0;Sucker Punch
NBA Street;PS2;2001.0;Sports;Electronic Arts;2.19;0.22;0.0;0.38;2.79;89.0;22.0;8.6;39.0;NuFX
Jak II;PS2;2003.0;Platform;Sony Computer Entertainment;1.68;0.74;0.0;0.36;2.78;87.0;47.0;8.2;241.0;Naughty Dog
